Object Id,Average Velocity,Average Delta Altitude,Max Velocity,Average Delta longitude,Average Delta latitude,Average Delta time,longitude traverse,latitude traverse,Altitude Traverse,Time taken
1,4673.661323,49114.506,5356.075,85166.01,99393.105,30.60053,85166.01,99393.105,473.602,30.60053
2,4799.599286,22395.964,5104.498,153211.624,164707.278,51.00083,68045.197,65324.849,496.907,20.4003
3,4712.085519,37293.3714,5251.579,159104.508,138886.762,46.92074,91083.064,73555.966,1705.8324,26.52044
4,4468.894174,28139.5784,4859.402,159236.982,140032.864,48.96079,68126.626,66483.902,319.152,22.44035
5,4743.93504,31669.7,5174.293,146887.15,143204.636,46.92074,78744.085,76733.228,80.235,24.48039
6,4791.364355,49114.974,5457.408,176970.656,169020.574,55.08092,98274.718,92265.407,412.663,30.60053
7,4794.22919,22204.0027,5112.976,160648.358,162864.972,51.00083,62367.374,70608.341,1154.2947,20.4003
8,4600.77332,32622.4117,5061.005,136588.154,146629.482,44.88069,74173.172,76068.901,812.25,24.48039
9,4665.498333,22633.3749,4994.225,140739.978,138828.828,44.88069,66594.854,62721.804,1231.3449,20.4003
10,5133.485758,57169.5259,5854.737,178809.722,168473.974,53.04088,112251.206,105751.537,1015.507,32.64058
11,4523.114714,40818.475,5091.685,196417.686,184714.536,60.18104,84125.298,78973.908,58.111,27.54046
12,4832.473143,21851.662,5132.889,154992.862,142246.96,47.94076,70900.861,63264.125,289.022,20.4003
13,4454.647233,46162.7444,5133.171,156616.464,147632.114,49.98081,85704.547,84345.072,986.0904,29.58051
14,4840.514963,37855.7514,5355.335,168513.804,172132.752,56.10095,82791.907,87830.311,1010.088,26.52044
15,4559.814577,34957.4,5047.401,163260.984,161429.802,52.02086,80485.307,73530.836,150.651,25.50042
16,4706.961571,40081.8284,5276.22,167190.418,157624.778,53.04088,86704.249,84126.844,1233.3734,27.54046
17,4687.456227,25199.0914,5022.814,155874.39,151028.22,48.96078,69105.485,66884.25,142.334,21.42032
18,4737.244562,52649.528,5456.561,159099.21,169619.432,53.04088,90039.595,102743.251,561.039,31.62056
19,4649.9968,46338.683,5311.198,185078.304,186243.636,61.20107,95037.307,83513.958,1289.273,29.58051
20,4596.169839,50285.505,5288.481,182002.204,177884.64,60.18104,86935.272,94369.175,321.252,30.60053
21,4322.991852,37195.6966,4898.392,160992.216,170238.876,57.12097,74084.118,75865.028,1317.8016,26.52044
22,4419.674043,27710.4006,4821.249,140089.184,142776.138,48.96079,66040.177,66933.534,733.708,22.44035
23,4770.737,29604.21,5169.358,134933.306,148137.282,45.90072,68890.233,81211.916,329.838,23.46037
24,4391.440316,17958.452,4654.493,127360.306,132489.178,41.82062,58444.503,51264.764,79.587,18.36025
25,4783.887032,49134.5625,5466.726,153579.052,146379.608,48.96078,95167.016,95110.824,1236.6045,30.60053
26,4616.8637,20819.8045,4899.566,160997.172,150931.032,49.98081,65804.116,55781.651,319.964,19.38028
27,4540.4632,20024.649,4855.332,120870.326,120138.02,38.76056,55063.678,64381.495,1592.497,19.38028
28,4570.956619,23448.3075,4908.017,114921.428,130897.882,39.78058,59874.029,66488.166,1319.4785,20.4003
29,4848.265857,41037.3865,5388.911,142379.882,160328.044,47.94076,82470.166,93890.767,432.338,27.54046
30,4504.946957,26840.159,4896.426,146791.79,165225.206,49.98081,64314.43,71325.943,595.617,22.44035
31,4631.5125,29402.374,5037.059,138315.326,143041.98,45.90072,74021.833,71714.09,121.497,23.46037
32,4996.031,56105.716,5715.955,185540.266,171080.312,56.10095,111512.363,99364.656,33.327,32.64058
33,4881.896621,42820.347,5453.843,210564.892,183445.458,61.20107,99111.296,84083.649,215.014,28.56049
34,4903.182276,43049.083,5472.656,184383.54,183027.242,57.12098,85255.065,98964.201,325.219,28.56049
35,4480.559304,26753.242,4895.882,155001.604,164150.97,51.00084,69751.317,65164.685,1610.832,22.44035
36,4542.952632,19227.119,4807.975,120960.192,127431.716,40.8006,51224.101,62255.288,632.361,18.36025
37,4624.375619,22450.432,4934.859,121201.81,119823.982,38.76055,69957.665,57594.966,241.714,20.4003
38,5043.975727,56222.3369,5776.464,180513.426,160538.078,53.04088,110558.938,102930.484,1134.5309,32.64058
39,4527.197172,43885.6623,5166.949,197011.892,184835.152,61.20107,86452.926,81882.801,1654.5544,28.56049
40,4674.654526,19419.0854,4932.353,143614.076,142234.484,46.92074,57109.688,60389.912,625.109,18.36025
41,4730.131034,43271.491,5334.213,146957.104,147771.494,46.92074,89886.677,87330.162,990.944,28.56049
42,4649.913913,27289.12,5022.97,157087.184,160625.126,51.00084,67163.037,73350.743,170.035,22.44035
43,4785.714286,39951.679,5343.735,162180.05,151625.144,49.98081,95055.37,78263.037,984.096,27.54046
44,4795.709913,27499.495,5166.966,165528.7,153227.894,49.98081,70430.85,74986.432,703.883,22.44035
45,4435.8318,32211.75031,4931.483,141495.536,148106.358,46.92074,71082.313,73090.139,1830.12031,24.48039
46,4952.060192,36013.03531,5431.456,153467.892,159770.018,49.98081,82387.666,86687.239,1698.077,25.50042
47,4884.835774,50770.7045,5551.979,175758.118,188135.228,56.10095,93409.664,101425.834,1083.3075,30.60053
48,4583.712667,16552.2095,4810.337,148843.566,155101.318,47.94076,55410.818,53670.079,147.605,17.34023
49,4858.086545,55966.36554,5629.359,158614.138,154713.582,49.98081,103214.169,101056.721,1862.77354,32.64058
50,4863.440542,30802.55944,5274.055,179101.538,178967.14,56.10095,75865.659,77941.05,1290.5339,23.46037
51,5015.482522,27565.4992,5380.085,153266.08,153302.738,45.90072,77394.585,75345.834,1153.4453,22.44035
52,4494.287542,29974.4013,4914.499,146765.652,146908.004,45.90072,69353.636,71584.502,165.998,23.46037
53,4746.494484,49170.059,5436.919,168396.146,160799.89,54.0609,99075.728,89186.315,1249.246,30.60053
54,4711.850677,50425.282,5405.111,192706.642,182457.146,61.20106,93605.851,93286.233,1159.692,30.60053
55,4949.138185,38075.5114,5448.616,183187.016,178668.588,57.12097,89599.078,85361.969,869.6734,26.52044
56,4698.376208,29779.1204,5109.867,155331.79,166890.124,49.98081,65733.58,81508.072,576.335,23.46037
57,4662.093167,46434.05,5308.992,159090.432,167429.878,53.04088,93377.311,85943.814,644.231,29.58051
58,4858.5135,53180.3242,5569.045,202004.546,175556.282,61.20107,108597.643,89590.241,954.9322,31.62056
59,4594.884737,18696.3431,4872.303,161530.648,151660.37,49.98081,52949.769,62084.015,1339.2979,18.36025
60,4604.469467,47200.2209,5253.133,136562.928,155133.61,47.94076,83575.299,93038.39,365.5,29.58051
61,4649.846826,26844.034,5029.194,155519.32,161621.238,52.02086,72000.83,68604.734,470.988,22.44035
62,4741.9552,20262.2916,5045.075,132626.576,133487.598,41.82063,60608.833,64847.259,1640.1366,19.38028
63,5278.104303,57696.1898,5982.108,173005.646,177739.642,52.02086,112375.578,112929.546,1193.0772,32.64058
64,5080.512533,46996.3002,5674.779,210299.142,213238.266,62.22109,97949.071,100325.933,440.199,29.58051
65,4618.839097,49491.3402,5325.404,187456.384,193342.374,60.18104,89485.137,92998.407,1326.2842,30.60053
66,4322.389077,35481.5322,4833.676,160856.326,166652.044,56.10095,71380.133,73640.227,104.406,25.50042
67,4536.874857,40100.4919,5133.723,150175.816,158475.208,53.04088,78800.733,84832.849,1628.6389,27.54046
68,4373.954464,41548.8919,4967.76,158677.49,161875.784,55.08092,79861.935,77029.532,530.249,27.54046
69,4765.68772,31842.5919,5224.697,151284.608,161279.6,52.02085,71459.734,84283.865,1592.7989,24.48039
70,4887.937323,50771.2049,5538.111,175406.382,175134.906,55.08092,103908.481,90799.923,78.723,30.60053
71,5080.183857,39855.431,5600.197,198523.042,182467.38,58.14099,94594.111,91706.845,554.381,27.54046
72,4557.480125,29501.568,4979.384,165636.724,163781.078,51.00083,71100.072,72062.339,603.583,23.46037
73,4605.686833,16398.567,4842.096,130408.808,121958.59,40.8006,59326.024,49914.295,719.289,17.34023
74,4812.27148,32146.692,5250.811,135972.866,131268.358,41.82062,76595.613,81312.939,775.782,24.48039
75,4556.714048,22649.5,4870.104,136389.274,147457.496,44.88069,59792.502,66167.588,172.799,20.4003
76,4702.827722,15954.529,4929.485,120017,117685.808,37.74053,60222.63,51539.269,482.444,17.34023
77,4615.634937,52973.454,5372.384,149118.016,149665.92,48.96079,88927.728,98096.345,1471.504,31.62056
78,4566.084957,27914.386,4945.791,158833.572,165974.92,54.06091,69911.441,67934.57,273.069,22.44035
79,4915.672619,22042.978,5217.83,140875.896,133737.232,42.84065,70977.488,65790.751,702.961,20.4003
80,4973.353433,46545.822,5577.308,170517.844,159698.71,49.98081,99509.112,93901.985,330.149,29.58051
81,4358.942077,34407.43,4876.4,174089.372,165830.826,55.08093,74540.951,71881.513,681.171,25.50042
82,4889.402424,56656.5662,5647.448,170898.792,180903.324,58.141,96415.691,109062.787,1389.2432,32.64058
83,4558.875389,17053.6532,4795.2,148474.884,165419.466,49.98081,52027.722,56351.443,608.711,17.34023
84,4764.788955,24600.225,5109.39,121412.77,125415.052,38.76055,69390.005,69054.401,843.329,21.42032
85,4844.1437,20586.953,5113.466,131639.922,135152.992,40.8006,62254.256,66129.591,207.21,19.38028
86,4609.329565,26572.935,4984.016,126820.714,140568.292,41.82063,64553.557,74399.591,100.151,22.44035
87,4563.854156,52548.921,5307.917,159163.802,164426.254,54.06091,94633.541,90030.542,442.594,31.62056
88,4377.957056,16242.417,4622.169,147104.796,141507.672,48.96079,52443.388,51441.841,542.77,17.34023
89,4567.657,16377.9336,4812.18,106695.412,105817.408,34.68046,54240.781,54441.464,1003.9536,17.34023
90,5013.9638,46829.3805,5634.149,154859.756,148994.904,46.92074,100672.568,94536.592,1563.9679,29.58051
91,4939.263219,54036.8249,5637.931,208370.172,189489.972,61.20107,107680.886,94934.056,882.142,31.62056
92,4852.316323,50007.147,5514.24,195855.86,199597.388,62.22109,88130.33,104648.979,595.837,30.60053
93,4574.238048,22506.2854,4919.464,152841.33,166516.756,51.00083,64745.875,61848.473,1711.8344,20.4003
94,4734.655207,44410.4379,5349.327,161587.308,141618.59,48.96079,96799.999,79808.4,1675.9575,28.56049
95,4885.047636,57570.0325,5627.824,204487.97,177481.544,61.20107,107699.33,97712.097,537.386,32.64058
96,4444.688739,26897.144,4840.687,171848.434,167239.792,55.08093,64160.287,69543.216,480.096,22.44035
97,4700.200542,29396.55394,5134.412,145422.756,135574.492,45.90072,81333.913,66000.636,1789.61694,23.46037
98,4898.770406,54204.44794,5605.854,181448.548,166996.1,55.08093,100048.369,100998.965,919.783,31.62056
99,4347.710654,34897.342,4864.246,173965.208,173068.33,57.12098,73934.339,72067.145,581.468,25.50042
100,4514.655192,34510.06,5007.943,145502.448,152636.042,51.00084,71595.684,80580.251,207.02,25.50042
101,4847.124125,28936.458,5235.861,150068.914,155350.746,48.96079,78449.877,74769.758,33.898,23.46037
102,4697.318435,26486.6001,5079.077,145217.976,149968.344,45.90072,66767.538,75203.817,856.6441,22.44035
103,4678.785742,50030.5101,5361.353,160004.612,167394.13,53.04088,93186.611,92158.37,387.516,30.60053
104,4333.647333,16257.85,4580.35,145669.75,142377.656,47.94076,52554.91,50186.943,546.824,17.34023
105,4951.4912,20246.502,5211.134,119104.358,115140.264,36.72051,66506.029,64961.737,86.767,19.38028
106,5111.9259,45981.89,5694.315,164001.178,167072.8,48.96079,97521.764,102117.585,102.062,29.58051
107,4898.426097,49234.021,5562.253,198451.512,196682.184,60.18104,100947.726,94584.157,868.284,30.60053
108,4305.73544,32347.895,4780.093,171413.818,163552.398,55.08092,70432.094,68974.359,127.195,24.48039
109,4738.744909,55950.4573,5517.185,172661.888,164870.802,57.12097,102277.309,95884.156,1330.4503,32.64058
110,4776.383267,47131.4033,5398.358,197264.166,185504.218,62.22109,94936.413,89628.769,210.572,29.58051
111,4644.989321,39968.6209,5225.184,178192.542,174638.226,57.12097,83243.911,85011.483,1431.1889,27.54046
112,4414.086667,17154.2279,4652.366,138551.11,134276.63,44.88069,55345.805,49285.87,364.913,17.34023
113,5172.600906,52864.733,5834.949,164677.912,154210.256,48.96079,109307.886,104925.613,458.794,31.62056
114,4348.555263,17978.2329,4638.509,162716.64,160325.606,49.98081,53394.375,55366.883,1231.9799,18.36025
115,4598.4015,53879.5359,5352.958,143641.022,151383.096,49.98081,90269.311,96046.688,1231.086,31.62056
116,4982.404939,57166.328,5725.108,188104.038,208279.132,64.26114,97834.864,112212.746,1246.598,32.64058
117,4572.044727,25284.651,4929.155,169463.112,172490.636,54.0609,71607.076,60261.343,785.574,21.42032
118,4617.737731,34876.653,5096.396,144471.408,143327.55,46.92074,72933.939,83127.11,7.078,25.50042
119,4959.737455,55930.3365,5715.281,169647.67,195365.432,58.141,96628.27,112190.006,1778.2805,32.64058
120,4460.43525,30681.1627,4911.9,166688.854,181853.678,56.10095,70077.392,69678.304,1582.2882,23.46037
121,4709.016034,44247.2471,5319.123,160634.408,155321.436,52.02086,90588.744,85658.463,1290.5159,28.56049
122,5234.245133,47174.5049,5805.13,193260.428,188131.266,58.141,102683.169,102466.123,162.441,29.58051
123,4476.222182,56078.794,5292.411,194510.894,195542.19,62.22109,91829.042,93074.8,1062.5,32.64058
124,4939.620606,56877.305,5698.975,193549.036,199762.204,65.28116,101690.973,106637.947,1835.18,32.64058
125,4368.2442,21563.706,4697.744,159121.344,164055.66,52.02086,57435.962,57465.24,1720.979,19.38028
126,4842.874556,38490.11145,5369.757,136946.908,148421.104,45.90072,79487.469,90913.002,1748.73145,26.52044
127,4443.461043,28197.64645,4839.493,142420.958,161483.31,48.96079,62973.074,70580.99,476.909,22.44035
128,4674.991121,56255.444,5448.168,159313.054,169313.296,55.08093,96286.997,98739.103,566.424,32.64058
129,4605.182185,37406.012,5125.49,171731.604,184272.016,59.16102,75472.337,85526.783,93.117,26.52044
130,5237.042125,52560.2984,5906.556,183179.968,195134.36,58.141,107726.879,109631.855,1280.4704,31.62056
131,4873.85269,44097.1434,5460.422,197487.214,203330.944,60.18105,89743.857,93668.742,929.387,28.56049
132,4686.091152,56743.416,5453.235,190816.118,188049.154,61.20107,101116.309,94374.662,337.821,32.64058
133,4647.940094,52644.898,5378.696,191584.054,192585.618,64.26114,90425.737,98253.604,378.898,31.62056
134,5135.648344,52700.181,5797.985,195089.34,206133.918,63.24112,104668.01,107804.409,84.965,31.62056
135,4455.228591,24203.403,4811.64,165168.79,175722.124,53.04088,60482.015,67958.502,348.385,21.42032
136,4514.747522,26777.791,4894.638,127170.688,137387.204,43.86067,66688.869,69435.597,2.258,22.44035
137,4624.128033,45899.772,5279.183,152236.564,161566.5,52.02086,85551.102,92083.28,936.301,29.58051
138,4417.056667,16606.808,4660.056,134018.538,148131.532,46.92074,48485.129,56117.186,581.137,17.34023
139,4621.607,32142.966,5064.545,119242.208,136129.458,41.82062,70747.649,79990.104,70.112,24.48039
140,5009.395773,24129.226,5330.298,145297.67,151582.232,45.90071,74510,71609.391,453.374,21.42032
141,4578.421615,34543.538,5076.652,148814.196,152028.37,46.92074,74378.123,80388.68,860.533,25.50042
142,4793.328187,53219.075,5515.8,172799.056,177918.52,57.12098,98393.268,97531.77,992.05,31.62056
143,5031.41988,32401.2193,5456.175,181234.676,180588.92,56.10095,82850.378,83092,992.6833,24.48039
144,4785.413037,37913.4503,5286.425,167458.586,167079.36,51.00083,84556.883,83951.605,148.211,26.52044
145,4665.608917,29067.715,5083.524,162263.104,152851.404,49.98081,77753.382,68922.092,854.406,23.46037
146,4818.862462,34925.975,5284.509,154061.964,156334.95,48.96079,76271.857,87424.22,277.049,25.50042
147,4772.275708,29281.2639,5199.749,154407.506,159798.27,48.96079,78181.478,72349.355,1759.7959,23.46037
148,4512.14652,33136.5259,4981.738,150919.618,146709.778,47.94076,72675.824,74319.524,960.584,24.48039
149,4785.2255,25020.672,5113.104,139833.556,146137.04,45.90071,67170.998,71845.525,5.85,21.42032
150,4829.281917,28856.073,5226.557,148720.432,142497.178,44.88069,81570.176,70682.369,489.74,23.46037
151,4917.066846,34504.6451,5396.804,163747.212,156213.968,48.96079,82218.326,85550.979,1552.5881,25.50042
152,5092.914697,57452.4201,5800.271,194483.31,189269.962,58.141,112228.38,103682.206,41.101,32.64058
153,4277.742333,15877.0697,4539.424,164802.084,152397.404,49.98081,52548.287,48723.912,1059.7297,17.34023
154,5001.542935,50289.1977,5642.792,151730.918,149926.902,47.94076,99210.764,101227.341,324.648,30.60053
155,4789.178957,26871.141,5149.447,172080.456,173633.068,53.04088,72859.918,72412.814,46.554,22.44035
156,4674.19912,31461.798,5111.493,145924.802,152153.668,46.92074,73071.151,79728.329,22.339,24.48039
157,4651.890769,34196.0715,5141.614,156572.068,153628.326,49.98081,83532.589,73869.338,801.1225,25.50042
158,4661.615826,27309.7425,5035.106,157795.684,140458.652,47.94077,74241.802,66589.246,233.295,22.44035
159,5099.816033,46112.778,5700.713,175869.506,164057.406,52.02086,101626.448,97475.553,912.253,29.58051
160,4830.06995,20676.209,5098.562,164789.454,162308.96,48.96079,63162.852,64869.84,211.525,19.38028
161,4500.661625,29233.7603,4953.125,133974.916,135246.08,42.84065,70792.608,70365.75,1805.8403,23.46037
162,4756.788056,17529.6173,4986.427,130941.498,123397.218,40.8006,60189.614,53040.364,741.879,17.34023
163,4709.690833,16560.792,4943.682,120432.912,104770.868,34.68046,60221.781,51725.354,842.427,17.34023
164,4697.438308,34854.07,5169.779,132765.304,138037.712,42.84065,72551.172,86298.626,54.391,25.50042
165,4559.580214,39786.264,5134.721,151804.39,171640.128,53.04088,79246.3,85342.689,698.537,27.54046
166,4824.959654,34724.0658,5310.344,157769.58,170964.212,53.04088,78502.1,85643.266,1407.7828,25.50042
167,4812.692625,30242.0558,5208.015,156383.852,159805.352,48.96079,77867.246,74152.461,230.324,23.46037
168,4913.086107,39847.226,5449.117,164513.226,166824.698,51.00083,86668.123,92647.004,535.411,27.54046
169,4684.0505,34783.081,5162.099,162476.134,175528.252,53.04088,75841.622,82931.836,380.234,25.50042
170,4751.587667,37374.593,5259.335,152249.938,173207.178,52.02086,76385.749,90202.519,208.514,26.52044
171,4618.379923,34265.652,5113.842,158637.25,164105.176,52.02086,82278.06,73910.948,813.141,25.50042
172,4433.457296,37630.5012,5004.475,161587.344,148966.268,52.02086,79290.887,75054.479,1731.6172,26.52044
173,4588.236773,25706.9762,4958.42,144016.564,143088.176,47.94076,64753.662,68063.908,1457.601,21.42032
174,4745.8763,47315.7102,5400.84,160512.856,155366.022,51.00083,95756.798,87298.886,1715.0702,29.58051
175,4461.458714,41544.2682,5052.284,176526.43,167191.108,57.12097,80719.85,79869.429,782.055,27.54046
176,4655.857871,49941.1897,5354.938,173792.754,170991.832,58.14099,93094.237,91157.866,1202.2697,30.60053
177,4579.20532,32686.3887,5029.978,163624.59,169881.48,55.08092,70531.975,78712.07,364.647,24.48039
178,4705.346481,37297.115,5220.318,155407.598,159093.098,51.00083,84861.069,80392.814,337.821,26.52044
179,4525.908821,40158.042,5108.52,163232.574,165173.04,54.0609,78385.752,84782.275,755.995,27.54046
180,4897.200053,18499.697,5136.438,141245.402,145401.224,45.90071,62872.201,60608.812,273.575,18.36025
181,4732.848667,37297.734,5251.596,147531.92,142386.748,44.88069,84636.085,81749.614,776.409,26.52044
182,4744.386875,29446.9901,5154.767,164319.228,151455.378,49.98081,79671.479,69682.754,804.3621,23.46037
183,4496.585476,22657.2421,4819.377,140630.916,132927.312,43.86067,60980.668,63310.806,421.204,20.4003
184,4734.225476,22382.323,5034.791,122582.642,132918.974,40.8006,61615.311,69586.042,10.322,20.4003
185,4739.446417,28951.1126,5161.512,141423.424,138874.382,43.86067,79799.972,69341.101,1358.0446,23.46037
186,4687.361714,23184.0466,4997.59,145240.236,133963.252,43.86067,65439.378,64595.621,419.129,20.4003
187,4800.140739,26767.127,5159.006,141162.56,134397.472,42.84065,75717.675,69797.616,110.092,22.44035
188,4346.862,31646.2208,4844.832,147707.69,138748.692,46.92074,71977.13,68907.321,1506.9798,24.48039
189,5050.338917,30330.9328,5434.038,151633.916,149519.114,47.94076,79664.038,80643.577,540.263,23.46037
190,4586.94228,31959.324,5038.521,157373.588,152541.99,47.94076,77742.909,71894.295,334.661,24.48039
191,4951.753846,34488.5493,5421.389,159092.19,159567.05,49.98081,81321.08,87685.97,1192.7703,25.50042
192,4665.314095,22930.6973,4974.075,149544.254,148728.254,45.90072,68215.347,60960.167,283.287,20.4003
193,4998.137167,46284.207,5597.195,159452.55,163875.238,49.98081,91270.525,102978.719,339.821,29.58051
194,4908.666737,17937.078,5152.276,151642.728,166428.004,47.94076,60333.189,63435.062,514.552,18.36025
195,5199.416424,56415.0683,5913.227,172255.028,172882.956,51.00083,111928.674,109448.818,1200.5693,32.64058
196,4232.057944,16961.5928,4499.207,163249.134,158266.632,49.98081,51332.492,48818.741,1178.1875,17.34023
197,4526.589952,23114.2555,4845.503,114804.806,110572.828,37.74053,63466.878,61736.959,250.487,20.4003
198,4641.376833,16068.105,4873.622,116690.04,119026.848,37.74053,53168.325,57302.424,607.328,17.34023
199,5291.704636,56596.06895,6006.066,166844.118,169517.718,49.98081,113729.104,112240.939,1878.49195,32.64058
200,4732.079913,28131.07485,5118.302,186465.74,182846.358,55.08093,72746.67,70607.294,1202.7509,22.44035
201,4728.734788,57200.7189,5500.273,166016.364,174807.192,55.08093,93266.452,104192.981,754.886,32.64058
202,4423.261222,37687.09174,4998.103,171418.904,179996.084,59.16102,78172.622,75799.792,1856.29574,26.52044
203,4537.041,21383.66744,4838.48,134621.676,138949.016,45.90072,56383.738,63147.768,963.1577,19.38028
204,4648.1853,20784.168,4954.837,111130.012,130556.49,38.76056,54808.206,67413.795,1532.3393,19.38028
205,4514.693227,25617.9413,4860.59,114892.964,137522.904,40.8006,60055.442,70101.042,23.021,21.42032
206,4844.292125,52456.296,5556.869,168804.956,158733.482,53.04088,108767.878,88614.276,830.888,31.62056
207,4746.82332,32205.425,5182.256,184857.148,168066.268,56.10095,76117.449,79442.344,342.847,24.48039
208,4500.412222,37103.36,5052.112,156293.692,156370.156,51.00083,80110.036,76960.788,1064.33,26.52044
209,4605.2085,46845.263,5245.685,167020.708,166932.986,56.10095,86914.599,89961.533,39.365,29.58051
210,4891.995045,24171.7386,5240.787,159238.778,159999.004,51.00083,72379.114,70046.482,1476.4586,21.42032
211,4620.357444,17121.1726,4853.897,124617.602,127722.88,38.76055,52229.931,57654.64,620.064,17.34023
212,4833.142323,49759.501,5498.281,151103.06,151317.184,47.94076,98844.215,93672.647,510.854,30.60053
213,4748.298542,29387.9895,5170.949,174668.326,167671.05,54.0609,75801.463,74002.775,1423.0865,23.46037
214,4616.57664,32818.7235,5068.87,144556.07,155602.056,47.94076,68745.02,81545.453,499.69,24.48039
215,4509.623478,26896.12,4890.905,134260.668,151794.716,46.92074,65579.674,70318.073,43.599,22.44035
216,4995.376586,42847.786,5566.068,165007.78,159363.424,51.00084,99383.215,89027.657,783.971,28.56049
217,5179.204241,43551.478,5720.155,198623.768,186367.15,57.12098,99243.134,97346.515,184.248,28.56049
218,4650.520652,26690.3567,5048.008,164343.31,172577.454,51.00084,65103.27,75191.572,1437.6467,22.44035
219,4555.6644,32836.6277,5005.13,138599.082,150243.032,46.92074,73498.186,75097.596,198.662,24.48039
220,4911.3162,19918.211,5187.281,140297.636,138600.058,43.86067,66800.243,63496.219,791.28,19.38028
221,4601.137161,49973.682,5295.452,152685.144,159042.418,49.98081,85887.597,95544.374,456.245,30.60053
222,4511.901036,40202.147,5088.745,171362.2,172505.76,58.14099,85499.895,76987.09,396.243,27.54046
223,4567.488292,29308.5931,5001.19,151626.582,153979.876,51.00083,66131.446,76968.758,1205.6631,23.46037
224,4580.149381,23038.4131,4889.684,124284.646,145259.966,43.86067,58104.993,68307.928,64.308,20.4003
225,4866.297812,52473.824,5575.471,152026.036,173587.004,52.02086,93896.568,105259.142,804.608,31.62056
226,4538.839455,56639.777,5327.166,191229.544,195928.644,64.26114,97359.187,90631.442,289.474,32.64058
227,4343.4163,19946.667,4649.836,154139.916,147938.972,52.02086,56837.858,57374.391,618.531,19.38028
228,5027.983621,43421.453,5612.699,153591.028,150765.676,47.94077,96713.524,93345.088,1833.712,28.56049
229,4564.273722,17464.302,4789.205,150800.43,147868.33,45.90072,54072.355,54530.505,27.757,17.34023
230,4423.076111,15762.068,4655.084,105662.052,107965.972,34.68046,51583.061,53435.696,107.257,17.34023
231,4544.30955,19905.8013,4855.589,113246.134,111625.364,36.72051,61698.007,58171.097,1438.4203,19.38028
232,4491.156094,53842.9103,5249.649,150223.598,150727.47,51.00084,88511.254,92587.36,627.07,31.62056
233,4698.986714,40341.231,5263.171,172690.444,178913.522,59.16102,84193.757,86313.826,819.071,27.54046
234,4749.173036,40623.028,5296.596,171216.942,171926.944,55.08092,87009.921,85599.002,249.459,27.54046
235,4766.00563,37155.825,5288.377,169309.504,171030.448,54.0609,82270.952,85429.934,1015.511,26.52044
236,4541.500737,18664.062,4806.825,139518.122,142078.332,44.88069,57307.611,56664.931,642.448,18.36025
237,4358.204821,40350.988,4945.712,136478.984,133819.234,45.90071,79112.972,77129.297,25.627,27.54046
238,4942.19676,31534.484,5376.293,159513.326,159318.586,52.02085,80450.178,82241.178,1102.165,24.48039
239,4640.989818,25309.9249,5002.798,153732.306,142994.246,45.90071,73226.198,60721.693,1247.8269,21.42032
240,4748.045222,38072.5239,5258.483,155678.202,145256.12,47.94076,82463.686,84542.805,436.924,26.52044
241,4337.30372,31887.5224,4824.938,152713.196,154795.836,51.00083,70274.818,70299.198,985.6444,24.48039
242,4916.674,27353.3094,5276.85,144258.18,145821.114,46.92074,73965.21,75519.487,487.77,22.44035
243,4475.915053,18040.4414,4756.74,134428.988,126903.004,40.8006,60476.104,51358.047,1174.9624,18.36025
244,4567.882633,46918.8364,5212.829,148269.662,138741.964,47.94076,87793.331,87414.567,70.816,29.58051
245,4755.787619,21866.976,5068.276,152398.688,154946.256,49.98081,64594.499,67460.398,733.7,20.4003
246,4413.161444,16475.131,4644.774,119618.112,117050.814,37.74053,55034.191,49608.897,67.497,17.34023
247,4404.27275,39988.7664,5019.62,135153.682,127671.29,44.88069,80120.916,78043.8,1733.8864,27.54046
248,4242.194619,23461.3129,4612.669,136796.532,137959.708,47.94076,56661.791,59916.989,1706.0475,20.4003
249,4594.006,41372.2435,5153.919,143300.564,139236.256,47.94076,86644.332,79338.928,28.486,27.54046
250,4680.710818,55915.683,5474.862,180973.1,180220.846,60.18104,94323.51,100887.668,1564.127,32.64058
251,4870.7047,47402.253,5495.117,184047.098,199779.3,62.22109,89741.369,98919.65,790.415,29.58051
252,4915.404818,56674.667,5651.361,186002.194,209419.362,62.22109,96220.102,110469.631,392.626,32.64058
253,4702.376148,37330.963,5238.354,178905.69,192906.324,59.16102,82715.825,82470.997,1479.539,26.52044
254,4845.0072,21221.85847,5148.306,146351.756,147283.034,45.90072,63643.828,64790.392,1949.907469,19.38028
255,4852.370379,44648.37947,5444.761,152940.762,157978.894,47.94077,89306.521,93177.012,1107.537,28.56049
256,4395.686955,25118.216,4764.608,151734.22,157526.018,49.98081,62410.06,64340.499,708.989,21.42032
257,5062.5274,32096.58,5469.665,146559.5,147233.84,45.90071,84182.115,82888.47,98.941,24.48039
258,4894.629167,45902.789,5518.458,183329.18,173469.804,54.0609,99151.595,90611.902,1030.405,29.58051
259,4806.863483,43789.443,5401.78,188109.3,182318.184,58.141,88881.1,91658.987,973.404,28.56049
260,4802.397095,22822.5662,5124.552,152009.96,161747.676,48.96079,63151.605,70137.543,1345.5482,20.4003
261,4832.413517,44103.2672,5409.801,144727.8,169339.628,48.96079,81612.285,99201.599,337.602,28.56049
262,4766.863789,18064.8502,5028.91,143383.966,157410.472,46.92074,61764.348,58189.911,1062.4802,18.36025
