Object Id,Average Velocity,Average Delta Altitude,Max Velocity,Average Delta longitude,Average Delta latitude,Average Delta time,longitude traverse,latitude traverse,Altitude Traverse,Time taken
2191,48.86564,1924.42312,78.39888,625.68937,404.534,50.309004,622.47194,278.56225,962.21156,25.154502
2192,51.04914808,1924.42312,79.64405,1273.08204,682.08734,50.309004,649.88622,408.98252,962.21156,25.154502
2193,50.22593,1924.42312,79.1676,1238.4632,855.80326,50.309004,589.76585,440.34603,962.21156,25.154502
2194,63.32301808,1924.42312,87.55524,1402.4703,1288.04056,50.309004,825.02015,863.89398,962.21156,25.154502
2195,59.54018038,1924.42312,84.97585,1542.4241,1670.55828,50.309004,706.14125,804.13599,962.21156,25.154502
2196,56.81883231,1924.42312,83.19196,1390.20834,1494.89404,50.309004,690.68122,691.58347,962.21156,25.154502
2197,71.07520077,1924.42312,93.1476,1775.48938,1615.239,50.309004,1093.97954,932.678,962.21156,25.154502
2198,60.07680077,1924.42312,85.33498,2124.52208,1309.8501,50.309004,1028.63154,354.83865,962.21156,25.154502
2199,68.25344077,1924.42312,91.0689,1917.99742,1347.16618,50.309004,882.47861,1022.49134,962.21156,25.154502
2200,60.61263346,1924.42312,85.6959,1478.6007,1965.82876,50.309004,590.94145,934.80443,962.21156,25.154502
2201,63.06520077,1924.42312,87.37605,668.578372,2110.77592,50.309004,54.300281,1184.96591,962.21156,25.154502
2202,72.94136154,1924.42312,94.54676,1142.09193,2172.23996,50.309004,1132.22737,975.20698,962.21156,25.154502
2203,39.95582081,1924.42312,74.11658,1389.95456,1057.70166,50.309004,220.71153,53.88774,962.21156,25.154502
2204,66.17701346,1924.42312,89.56978,1305.45224,666.38246,50.309004,1117.65737,635.34407,962.21156,25.154502
2205,48.43709231,1924.42312,78.16172,1755.90236,887.91894,50.309004,621.29238,235.70582,962.21156,25.154502
2206,54.90976577,1924.42312,81.98046,1167.41864,953.11536,50.309004,543.65187,730.14283,962.21156,25.154502
2207,43.06581346,1924.42312,75.42923,672.679302,1142.61132,50.309004,104.337451,406.20536,962.21156,25.154502
2208,54.47266115,1924.42312,81.70803,123.234174,1286.26438,50.309004,22.446802,894.37969,962.21156,25.154502
2209,74.86348808,1924.42312,96.00684,1172.99947,1919.98058,50.309004,1153.5885,1038.39934,962.21156,25.154502
2210,56.55738231,1924.42312,83.02402,2081.0157,1369.87444,50.309004,922.2922,295.07782,962.21156,25.154502
2211,54.79530692,1924.42312,81.90894,1827.71702,391.619606,50.309004,901.57251,91.879003,962.21156,25.154502
2212,42.17921154,1924.42312,75.02957,1259.58104,242.356592,50.309004,339.71037,149.719396,962.21156,25.154502
2213,53.44434423,1924.42312,81.0748,1175.46902,219.02329,50.309004,854.37596,72.25495,962.21156,25.154502
2214,54.92425885,1924.42312,81.98952,1463.4892,737.84545,50.309004,594.21635,690.29862,962.21156,25.154502
2215,74.62722192,1924.42312,95.82637,1775.43086,1644.79952,50.309004,1211.25803,959.16316,962.21156,25.154502
2216,69.66478692,1924.42312,92.10284,1940.43142,2150.73598,50.309004,704.17116,1203.47049,962.21156,25.154502
2217,67.39560462,1924.42312,90.4463,1348.33246,2358.69456,50.309004,642.36008,1157.62928,962.21156,25.154502
2218,61.18134885,1924.42312,86.08144,1402.0672,2001.89822,50.309004,766.80155,822.79831,962.21156,25.154502
2219,45.30630385,1924.42312,76.51013,1143.5471,1225.0955,50.309004,354.9902,392.2061,962.21156,25.154502
2220,75.60991269,1924.42312,96.5788,1564.46552,1338.06574,50.309004,1244.77986,964.00482,962.21156,25.154502
2221,64.11856538,1924.42312,88.11119,2365.92882,1456.01394,50.309004,1124.40241,473.78677,962.21156,25.154502
2222,54.15684769,1924.42312,81.5124,1251.256432,1333.10318,50.309004,75.530661,880.07769,962.21156,25.154502
2223,57.90377692,1924.42312,83.89545,745.34411,1633.43502,50.309004,694.98146,739.41771,962.21156,25.154502
2224,38.42110635,1924.42312,73.59812,767.94219,774.531106,50.309004,55.14295,9.914508,962.21156,25.154502
2225,60.71944192,1924.42312,85.76811,1000.52395,530.48359,50.309004,981.28077,517.63143,962.21156,25.154502
2226,73.18255,1924.42312,94.72894,1911.39124,1675.41528,50.309004,925.82427,1182.19979,962.21156,25.154502
2227,58.21085538,1924.42312,84.09646,1453.26636,2084.8812,50.309004,510.21078,889.2908,962.21156,25.154502
2228,60.893525,1924.42312,85.886,1572.52036,1175.93324,50.309004,1083.25643,265.00047,962.21156,25.154502
2229,38.37295562,1924.42312,73.58469,1168.077008,287.530286,50.309004,41.772959,11.960318,962.21156,25.154502
2230,56.86422038,1924.42312,83.22118,186.478912,994.97455,50.309004,149.065051,967.59196,962.21156,25.154502
2231,41.26742885,1924.42312,74.63811,156.858442,1313.93924,50.309004,5.913171,317.32662,962.21156,25.154502
2232,41.91791962,1924.42312,74.91525,117.559278,652.8228,50.309004,115.277039,337.16115,962.21156,25.154502
2233,65.03592808,1924.42312,88.75771,989.62186,1178.32762,50.309004,902.74788,863.81716,962.21156,25.154502
2234,58.63522423,1924.42312,84.37557,1717.6524,1524.26306,50.309004,815.1958,645.27223,962.21156,25.154502
2235,49.00516769,1924.42312,78.47662,1055.4175,1296.20308,50.309004,215.4701,652.95609,962.21156,25.154502
2236,61.68579808,1924.42312,86.42549,1005.03984,1441.01218,50.309004,812.95277,801.04654,962.21156,25.154502
2237,61.03055885,1924.42312,85.97897,1857.71746,1183.85774,50.309004,1059.04708,363.65072,962.21156,25.154502
2238,56.52383615,1924.42312,83.00251,1851.42802,934.31808,50.309004,775.25176,578.27859,962.21156,25.154502
2239,38.94299508,1924.42312,73.75854,854.998134,721.29236,50.309004,52.688162,123.80268,962.21156,25.154502
2240,41.20068462,1924.42312,74.61031,340.89409,206.58014,50.309004,301.69235,84.16235,962.21156,25.154502
2241,59.84471462,1924.42312,85.17937,772.89756,1025.12918,50.309004,477.50143,969.12611,962.21156,25.154502
2242,67.47983423,1924.42312,90.50723,1618.19654,1605.61104,50.309004,1168.31847,628.28527,962.21156,25.154502
2243,56.850305,1924.42312,83.21222,1502.0801,1550.06112,50.309004,298.2339,931.96686,962.21156,25.154502
2244,67.66473846,1924.42312,90.64115,1209.59124,1877.59178,50.309004,933.90132,950.19809,962.21156,25.154502
2245,46.40582077,1924.42312,77.07303,1409.06656,1326.65494,50.309004,461.22873,349.06212,962.21156,25.154502
2246,78.91522808,1924.42312,99.14292,1657.98314,1453.506,50.309004,1226.83807,1136.3621,962.21156,25.154502
2247,56.73737115,1924.42312,83.13956,2204.6805,1282.401696,50.309004,969.20725,102.427448,962.21156,25.154502
2248,75.74045808,1924.42312,96.67911,2123.05664,1138.19704,50.309004,1156.33732,1074.20042,962.21156,25.154502
2249,56.01284885,1924.42312,82.67627,2032.90194,1480.92212,50.309004,868.34702,383.60656,962.21156,25.154502
2250,52.54364962,1924.42312,80.5293,906.801391,1189.2989,50.309004,0.109174,824.2563,962.21156,25.154502
2251,76.03939423,1924.42312,96.90911,1048.489943,2033.1131,50.309004,1007.07991,1226.7792,962.21156,25.154502
2252,44.01406462,1924.42312,75.87508,1399.90532,1565.43354,50.309004,363.80681,293.64992,962.21156,25.154502
2253,38.65089385,1924.42312,73.66588,448.064768,368.356892,50.309004,73.231069,63.975331,962.21156,25.154502
2254,57.37785692,1924.42312,83.55313,157.6381,1010.38611,50.309004,88.23472,992.80802,962.21156,25.154502
2255,53.72835692,1924.42312,81.2486,919.26129,1162.951984,50.309004,858.72859,125.097942,962.21156,25.154502
2256,63.15612269,1924.42312,87.43919,1852.20314,734.5107,50.309004,1002.55112,639.5139,962.21156,25.154502
2257,46.90623385,1924.42312,77.33557,1160.49361,1233.28696,50.309004,121.239105,587.82038,962.21156,25.154502
2258,61.81955577,1924.42312,86.51704,1112.62652,1092.93936,50.309004,1031.85596,497.85598,962.21156,25.154502
2259,54.07595731,1924.42312,81.46246,1460.55332,1266.50198,50.309004,394.69676,786.94619,962.21156,25.154502
2260,41.66900346,1924.42312,74.80791,512.09166,1134.32968,50.309004,113.51503,322.34339,962.21156,25.154502
2261,56.83964615,1924.42312,83.20535,797.46746,976.03412,50.309004,708.92438,673.93981,962.21156,25.154502
2262,65.84778769,1924.42312,89.33459,1902.64034,1093.75884,50.309004,1210.08472,402.41612,962.21156,25.154502
2263,63.81792423,1924.42312,87.90057,2099.3881,1212.0291,50.309004,876.7717,834.62375,962.21156,25.154502
2264,55.52369538,1924.42312,82.36627,1752.92962,1189.5706,50.309004,871.78931,329.82875,962.21156,25.154502
2265,72.19821885,1924.42312,93.98735,1953.31388,1291.45444,50.309004,1090.16979,988.74367,962.21156,25.154502
2266,64.20746423,1924.42312,88.17358,2158.5181,1605.1824,50.309004,1068.02405,595.9082,962.21156,25.154502
2267,72.98597846,1924.42312,94.58044,1911.59882,1807.88504,50.309004,838.90186,1238.20402,962.21156,25.154502
2268,70.69547269,1924.42312,92.86522,1926.3202,2161.03944,50.309004,1098.12365,909.71577,962.21156,25.154502
2269,67.79967731,1924.42312,90.73901,2150.48792,1738.62104,50.309004,1044.46396,833.91107,962.21156,25.154502
2270,58.25780385,1924.42312,84.12727,1712.72004,1627.02586,50.309004,657.72172,788.55248,962.21156,25.154502
2271,43.87884731,1924.42312,75.81042,766.930904,1259.17254,50.309004,82.755387,453.35842,962.21156,25.154502
2272,76.18046077,1924.42312,97.01779,1217.67999,1497.68444,50.309004,1179.06886,1068.80842,962.21156,25.154502
2273,57.63825731,1924.42312,83.72232,2136.77444,1407.06344,50.309004,956.03022,312.06682,962.21156,25.154502
2274,48.59636577,1924.42312,78.24957,1474.25636,752.171,50.309004,498.86288,448.7537,962.21156,25.154502
2275,51.15743923,1924.42312,79.70733,1261.58158,494.274584,50.309004,771.66569,23.135997,962.21156,25.154502
2276,68.22231423,1924.42312,91.04623,1818.4436,843.79709,50.309004,1059.6942,835.85547,962.21156,25.154502
2277,46.91039654,1924.42312,77.33778,1320.02896,1399.94766,50.309004,219.80838,558.69273,962.21156,25.154502
2278,60.10045,1924.42312,85.35086,859.37874,1412.9201,50.309004,664.22167,862.8576,962.21156,25.154502
2279,55.55132115,1924.42312,82.38371,913.75656,1761.76074,50.309004,228.33488,904.72052,962.21156,25.154502
2280,53.83761,1924.42312,81.31568,828.98446,1533.21282,50.309004,617.94883,614.87906,962.21156,25.154502
2281,72.051445,1924.42312,93.87721,1529.73266,1739.63254,50.309004,922.13853,1141.37997,962.21156,25.154502
2282,73.09200385,1924.42312,94.66051,2058.55494,2115.14812,50.309004,1141.90487,970.89306,962.21156,25.154502
2283,77.20775731,1924.42312,97.81209,2248.02012,2146.22336,50.309004,1109.55456,1182.96968,962.21156,25.154502
2284,65.55631308,1924.42312,89.12698,1802.67142,2256.8036,50.309004,677.80761,1069.2698,962.21156,25.154502
2285,62.72894308,1924.42312,87.14304,1391.48282,2006.2682,50.309004,715.60451,932.36655,962.21156,25.154502
2286,45.30153923,1924.42312,76.50774,1150.59672,1285.12482,50.309004,418.73241,322.91026,962.21156,25.154502
2287,66.27612192,1924.42312,89.64071,724.57674,1537.34704,50.309004,300.44592,1253.24022,962.21156,25.154502
2288,58.31683962,1924.42312,84.16602,1014.87976,1993.42144,50.309004,736.80693,718.07322,962.21156,25.154502
2289,61.844005,1924.42312,86.5338,1116.68056,1785.6219,50.309004,357.18038,1089.39945,962.21156,25.154502
2290,55.00178923,1924.42312,82.03806,1184.84448,1459.19632,50.309004,849.59619,335.90921,962.21156,25.154502
2291,49.93033846,1924.42312,78.99855,1496.65168,669.022,50.309004,642.59574,334.4665,962.21156,25.154502
2292,52.40329192,1924.42312,80.44508,1444.92048,500.06742,50.309004,803.47204,158.80606,962.21156,25.154502
2293,46.901725,1924.42312,77.33319,1173.0206,629.66276,50.309004,358.4956,481.12468,962.21156,25.154502
2294,39.44445481,1924.42312,73.92979,546.69716,536.424696,50.309004,181.10903,36.246008,962.21156,25.154502
2295,38.50439465,1924.42312,73.62203,229.01331,89.46165,50.309004,42.32247,59.80716,962.21156,25.154502
2296,60.66210692,1924.42312,85.72934,829.54711,792.19343,50.309004,813.50254,751.61552,962.21156,25.154502
2297,40.00639254,1924.42312,74.13563,943.169214,977.36334,50.309004,103.214057,206.77012,962.21156,25.154502
2298,65.74454115,1924.42312,89.26099,1153.96748,845.89452,50.309004,1085.25234,663.39841,962.21156,25.154502
2299,61.054885,1924.42312,85.99548,1946.91282,1387.88056,50.309004,858.78826,719.80798,962.21156,25.154502
2300,61.34498192,1924.42312,86.19283,1919.796,1091.19072,50.309004,1069.86665,364.06346,962.21156,25.154502
2301,40.33217923,1924.42312,74.26052,1328.33798,497.06962,50.309004,224.22434,121.90356,962.21156,25.154502
2302,44.02031,1924.42312,75.87808,517.20134,476.64298,50.309004,298.05692,360.60724,962.21156,25.154502
2303,70.568065,1924.42312,92.77065,1309.64754,1303.8912,50.309004,1040.01017,969.8987,962.21156,25.154502
2304,64.40169577,1924.42312,88.31011,2191.9362,1401.22176,50.309004,1159.1166,409.17293,962.21156,25.154502
2305,47.06534769,1924.42312,77.41985,1594.03968,857.2481,50.309004,404.06604,453.01515,962.21156,25.154502
2306,60.72905346,1924.42312,85.77461,1210.06092,1201.64186,50.309004,815.34936,752.85523,962.21156,25.154502
2307,43.29622192,1924.42312,75.53589,1230.75012,945.074182,50.309004,397.31231,167.967641,962.21156,25.154502
2308,57.74360192,1924.42312,83.79094,760.00368,1071.44722,50.309004,365.37779,940.81696,962.21156,25.154502
2309,45.55559423,1924.42312,76.63602,595.6677,1446.48488,50.309004,229.50665,489.25644,962.21156,25.154502
2310,46.67801769,1924.42312,77.21536,788.93122,654.77175,50.309004,572.13496,145.379675,962.21156,25.154502
2311,68.82679192,1924.42312,91.48752,1135.32736,1346.61638,50.309004,559.42913,1248.88254,962.21156,25.154502
2312,48.64842192,1924.42312,78.27836,1189.22142,1510.66326,50.309004,636.47001,219.11728,962.21156,25.154502
2313,47.76606846,1924.42312,77.79546,799.441188,826.82746,50.309004,134.119394,622.41983,962.21156,25.154502
2314,69.63811,1924.42312,92.08319,1072.1999,1598.12776,50.309004,980.96545,989.73663,962.21156,25.154502
2315,49.23042923,1924.42312,78.60268,1316.22516,1624.50982,50.309004,305.27123,626.20651,962.21156,25.154502
2316,47.56373077,1924.42312,77.68626,921.12744,681.726932,50.309004,627.51162,29.775191,962.21156,25.154502
2317,46.35619769,1924.42312,77.0472,945.70952,502.98133,50.309004,307.01706,487.64194,962.21156,25.154502
2318,44.45141538,1924.42312,76.08662,638.35306,848.70712,50.309004,329.21708,361.31111,962.21156,25.154502
2319,47.78943,1924.42312,77.80811,466.021394,980.02356,50.309004,128.055297,624.69888,962.21156,25.154502
2320,41.570025,1924.42312,74.76566,265.50554,935.86684,50.309004,142.83577,303.95452,962.21156,25.154502
2321,45.24814654,1924.42312,76.48092,471.60874,706.74508,50.309004,338.57362,402.96224,962.21156,25.154502
2322,51.80963423,1924.42312,80.09132,947.1234,913.28778,50.309004,612.3847,509.75724,962.21156,25.154502
2323,53.14698269,1924.42312,80.89374,1381.05442,847.62194,50.309004,775.72631,338.95522,962.21156,25.154502
2324,61.86273462,1924.42312,86.54663,1710.08544,979.71424,50.309004,943.44152,652.44642,962.21156,25.154502
2325,55.67957077,1924.42312,82.46481,1875.7782,804.9738,50.309004,928.0705,133.2858,962.21156,25.154502
2326,49.75357077,1924.42312,78.89798,1634.73164,274.17356,50.309004,704.16487,137.55388,962.21156,25.154502
2327,57.70665462,1924.42312,83.76686,1488.72896,744.0785,50.309004,788.30438,628.2546,962.21156,25.154502
2328,62.10873231,1924.42312,86.71544,1325.97568,1649.21902,50.309004,518.07739,1032.42721,962.21156,25.154502
2329,46.57828462,1924.42312,77.16308,808.57908,1562.45468,50.309004,283.89844,512.60484,962.21156,25.154502
2330,52.78833885,1924.42312,80.67662,964.0904,976.03594,50.309004,695.72355,458.69522,962.21156,25.154502
2331,60.06570346,1924.42312,85.32753,912.74118,1500.42064,50.309004,204.89334,1068.26357,962.21156,25.154502
2332,62.784015,1924.42312,87.18114,810.00516,2078.68306,50.309004,613.89838,1004.32903,962.21156,25.154502
2333,51.64171308,1924.42312,79.99199,752.00536,1789.21428,50.309004,122.22813,780.93409,962.21156,25.154502
2334,53.13585154,1924.42312,80.88698,506.6606,1530.3911,50.309004,394.82555,748.3722,962.21156,25.154502
2335,65.82700038,1924.42312,89.31977,909.11842,1893.0219,50.309004,520.66866,1163.38935,962.21156,25.154502
2336,53.14668269,1924.42312,80.89355,1229.8038,1647.94034,50.309004,718.16385,448.16822,962.21156,25.154502
2337,61.71543923,1924.42312,86.44577,1656.68052,1084.51808,50.309004,943.65441,643.63679,962.21156,25.154502
2338,67.81773808,1924.42312,90.75211,1955.97672,1501.14108,50.309004,1019.35726,865.27919,962.21156,25.154502
2339,63.61843808,1924.42312,87.76117,1542.26614,1942.86926,50.309004,498.54002,1096.04118,962.21156,25.154502
2340,58.48846808,1924.42312,84.27888,1362.4717,1672.18988,50.309004,877.10395,548.84594,962.21156,25.154502
2341,40.97679385,1924.42312,74.51797,1099.18004,788.36914,50.309004,198.42467,223.63217,962.21156,25.154502
2342,55.99335308,1924.42312,82.66387,1015.8647,645.0339,50.309004,843.6792,433.73435,962.21156,25.154502
2343,65.48467308,1924.42312,89.07603,1159.32378,1633.98894,50.309004,292.15939,1229.48647,962.21156,25.154502
2344,64.05974231,1924.42312,88.06993,1126.57962,2099.73812,50.309004,861.63306,861.26721,962.21156,25.154502
2345,67.94858115,1924.42312,90.84712,1826.64588,1796.4466,50.309004,963.84264,932.6005,962.21156,25.154502
2346,67.76925,1924.42312,90.71693,1849.6805,1927.09258,50.309004,882.0789,1002.84644,962.21156,25.154502
2347,63.87313885,1924.42312,87.9392,1650.57966,1951.26534,50.309004,766.72453,939.03162,962.21156,25.154502
2348,65.24107923,1924.42312,88.90307,1103.23388,2138.79176,50.309004,317.09674,1215.30943,962.21156,25.154502
2349,52.75648077,1924.42312,80.6574,1121.15872,1345.62862,50.309004,827.55791,87.27989,962.21156,25.154502
2350,62.39512269,1924.42312,86.91254,1985.7275,113.11574,50.309004,1164.22155,23.93875,962.21156,25.154502
2351,74.22614,1924.42312,95.52064,2354.35488,967.65008,50.309004,1194.42444,960.948,962.21156,25.154502
2352,46.64789154,1924.42312,77.19955,1251.317726,1565.52902,50.309004,11.547508,588.89381,962.21156,25.154502
2353,57.78332077,1924.42312,83.81683,560.85241,1421.07242,50.309004,546.79237,849.96281,962.21156,25.154502
2354,57.49777808,1924.42312,83.63097,600.39246,1847.1968,50.309004,32.62304,1000.319,962.21156,25.154502
2355,63.69939269,1924.42312,87.81771,1139.37068,1449.49236,50.309004,1128.32892,427.75193,962.21156,25.154502
2356,60.23658808,1924.42312,85.44237,1833.30504,1262.57766,50.309004,684.40997,852.74358,962.21156,25.154502
2357,63.74419077,1924.42312,87.84901,1395.6771,1828.25466,50.309004,709.1085,978.12883,962.21156,25.154502
2358,38.39743296,1924.42312,73.59148,767.938784,1059.55448,50.309004,28.625372,41.24035,962.21156,25.154502
2359,52.36590308,1924.42312,80.42268,397.05774,732.33174,50.309004,392.08894,717.47881,962.21156,25.154502
2360,61.99002577,1924.42312,86.63392,1247.79578,1459.32658,50.309004,873.33714,750.08669,962.21156,25.154502
2361,57.72832154,1924.42312,83.78098,1799.38744,1159.05426,50.309004,928.68012,393.92878,962.21156,25.154502
2362,50.66498615,1924.42312,79.42069,1388.3689,1001.60606,50.309004,441.4974,610.10998,962.21156,25.154502
2363,62.50716577,1924.42312,86.98981,1478.29504,1115.49204,50.309004,1052.13847,507.44702,962.21156,25.154502
2364,74.18171038,1924.42312,95.48682,2283.12616,1393.1681,50.309004,1238.86208,900.6592,962.21156,25.154502
2365,71.08108462,1924.42312,93.15199,2310.85472,1863.85378,50.309004,1067.52336,963.09419,962.21156,25.154502
2366,72.55344231,1924.42312,94.25439,2111.309,2008.15556,50.309004,1043.221,1053.39728,962.21156,25.154502
2367,60.60226962,1924.42312,85.6889,2041.42128,1558.86428,50.309004,995.11614,481.65649,962.21156,25.154502
2368,65.64256462,1924.42312,89.18836,1191.8115,1709.94288,50.309004,166.96805,1257.69359,962.21156,25.154502
2369,53.85580962,1924.42312,81.32687,531.1663,2068.11652,50.309004,376.194,787.14906,962.21156,25.154502
2370,74.54628923,1924.42312,95.76462,1422.0024,1884.19736,50.309004,1064.52255,1116.41388,962.21156,25.154502
2371,52.07000615,1924.42312,80.24599,1177.44372,1933.6949,50.309004,80.65973,802.52785,962.21156,25.154502
2372,58.200025,1924.42312,84.08936,358.16702,1782.65234,50.309004,286.74684,983.96027,962.21156,25.154502
2373,77.79816577,1924.42312,98.27078,1381.43234,2167.6582,50.309004,1125.25497,1192.1716,962.21156,25.154502
2374,52.22808231,1924.42312,80.34026,1891.14586,1541.84886,50.309004,747.01423,319.55403,962.21156,25.154502
2375,41.399575,1924.42312,74.69351,836.050606,641.12376,50.309004,66.926103,318.56948,962.21156,25.154502
2376,44.48655346,1924.42312,76.10378,513.73084,495.84908,50.309004,460.16347,169.80419,962.21156,25.154502
2377,40.05839958,1924.42312,74.1553,702.06354,199.683216,50.309004,233.95097,22.846873,962.21156,25.154502
2378,69.92199654,1924.42312,92.29253,1396.78888,725.43647,50.309004,1204.25509,718.36956,962.21156,25.154502
2379,57.94363538,1924.42312,83.9215,1268.824434,1724.56548,50.309004,9.997232,1016.07589,962.21156,25.154502
2380,54.61063077,1924.42312,81.79382,732.36137,1583.67034,50.309004,710.29152,552.10742,962.21156,25.154502
2381,52.67697654,1924.42312,80.60949,850.769036,1363.99334,50.309004,113.379018,821.41537,962.21156,25.154502
2382,65.58109769,1924.42312,89.14461,1283.7589,1191.16298,50.309004,1218.16875,347.59379,962.21156,25.154502
2383,38.89315927,1924.42312,73.74231,1382.49762,399.53483,50.309004,119.74236,47.42356,962.21156,25.154502
2384,65.54147423,1924.42312,89.11642,752.54974,1095.11049,50.309004,655.53857,1082.52835,962.21156,25.154502
2385,62.83062192,1924.42312,87.21341,1255.69608,2100.6143,50.309004,595.53034,1017.07465,962.21156,25.154502
2386,61.36109577,1924.42312,86.2038,1503.58372,1674.21428,50.309004,926.22411,648.39884,962.21156,25.154502
2387,44.31053385,1924.42312,76.0181,1310.96896,981.67162,50.309004,362.03098,318.22396,962.21156,25.154502
2388,41.23587654,1924.42312,74.62495,511.37708,610.3964,50.309004,138.62384,283.32265,962.21156,25.154502
2389,62.32622,1924.42312,86.86506,1149.34688,787.91006,50.309004,1040.07534,518.67238,962.21156,25.154502
2390,75.69872538,1924.42312,96.64703,1999.90358,1741.05996,50.309004,959.10479,1251.86883,962.21156,25.154502
2391,64.19542769,1924.42312,88.16514,1244.4453,2449.08916,50.309004,260.2918,1194.58108,962.21156,25.154502
2392,47.34207538,1924.42312,77.56733,569.32122,1758.82518,50.309004,312.14681,534.33554,962.21156,25.154502
2393,39.54301112,1924.42312,73.96493,513.20342,570.709818,50.309004,192.14176,22.034099,962.21156,25.154502
2394,59.916885,1924.42312,85.22771,1146.27592,444.06918,50.309004,991.64156,434.78745,962.21156,25.154502
2395,59.83065962,1924.42312,85.16996,1753.70236,1202.21078,50.309004,746.83733,780.01139,962.21156,25.154502
2396,64.40470731,1924.42312,88.31223,1829.70494,1330.31316,50.309004,1101.83782,545.12153,962.21156,25.154502
2397,61.93773731,1924.42312,86.59805,2201.72578,907.05132,50.309004,1093.22589,355.36071,962.21156,25.154502
2398,65.17195,1924.42312,88.85406,1750.13186,1407.04828,50.309004,645.45458,1074.88514,962.21156,25.154502
2399,73.52193038,1924.42312,94.98579,1629.67844,2203.85764,50.309004,995.86257,1137.46432,962.21156,25.154502
2400,68.72215615,1924.42312,91.41097,2195.33096,1810.16628,50.309004,1202.62248,646.12094,962.21156,25.154502
2401,62.28317692,1924.42312,86.83542,2134.16342,1347.38822,50.309004,923.47941,703.32031,962.21156,25.154502
2402,52.94271385,1924.42312,80.76991,1628.74334,1182.48258,50.309004,694.56692,470.68254,962.21156,25.154502
2403,60.66940615,1924.42312,85.73427,1715.11268,866.19102,50.309004,1034.32639,396.73121,962.21156,25.154502
2404,59.81304615,1924.42312,85.15817,2073.5349,667.27086,50.309004,1047.39295,260.48798,962.21156,25.154502
2405,71.31654692,1924.42312,93.32749,1971.71518,1337.88366,50.309004,915.01744,1118.31933,962.21156,25.154502
2406,53.07219346,1924.42312,80.84834,1740.91032,1335.91162,50.309004,824.10261,181.24911,962.21156,25.154502
2407,40.76333923,1924.42312,74.43129,1006.4356,417.5386,50.309004,157.05805,237.7944,962.21156,25.154502
2408,54.30024,1924.42312,81.6011,256.078224,1101.6102,50.309004,87.234812,884.16785,962.21156,25.154502
2409,74.28023077,1924.42312,95.56182,1274.00504,1786.44166,50.309004,1235.88677,909.73538,962.21156,25.154502
2410,54.19615,1924.42312,81.53669,1620.7102,1732.13274,50.309004,348.6422,813.12792,962.21156,25.154502
2411,68.45495346,1924.42312,91.21581,1179.51386,1859.6133,50.309004,854.33463,1054.2164,962.21156,25.154502
2412,47.15292115,1924.42312,77.4664,1461.35234,1230.77854,50.309004,594.36982,140.65732,962.21156,25.154502
2413,52.141445,1924.42312,80.28857,732.2072,916.69898,50.309004,119.99135,800.30124,962.21156,25.154502
2414,61.20326538,1924.42312,86.09634,932.47678,1552.7753,50.309004,839.05944,750.06195,962.21156,25.154502
2415,52.80319192,1924.42312,80.68559,1271.95174,1474.42014,50.309004,413.97997,723.84592,962.21156,25.154502
2416,45.19395577,1924.42312,76.45374,760.49646,1119.0408,50.309004,352.40423,387.5557,962.21156,25.154502
2417,46.53724654,1924.42312,77.14161,883.356,617.4656,50.309004,539.36245,224.39605,962.21156,25.154502
2418,66.37945462,1924.42312,89.71474,1601.18292,923.2405,50.309004,1076.02216,715.20095,962.21156,25.154502
2419,41.56205346,1924.42312,74.76227,1433.17754,818.86164,50.309004,325.36747,81.26752,962.21156,25.154502
2420,61.04114231,1924.42312,85.98615,618.91584,1123.70822,50.309004,297.62322,1079.81171,962.21156,25.154502
2421,49.83059077,1924.42312,78.94175,996.22088,1193.078102,50.309004,717.29954,67.886111,962.21156,25.154502
2422,56.60122154,1924.42312,83.05213,888.71294,987.04264,50.309004,149.13162,958.31976,962.21156,25.154502
2423,60.01990846,1924.42312,85.2968,884.09968,1745.19282,50.309004,758.74254,777.27101,962.21156,25.154502
2424,66.2149,1924.42312,89.59689,1330.55528,1915.54162,50.309004,562.24359,1157.50471,962.21156,25.154502
2425,77.18830923,1924.42312,97.797,1596.6988,2387.89056,50.309004,1057.7555,1228.72728,962.21156,25.154502
2426,60.72709308,1924.42312,85.77328,1945.88822,1923.88086,50.309004,878.32871,678.21248,962.21156,25.154502
2427,40.04602542,1924.42312,74.15061,933.694218,929.1777,50.309004,21.952899,233.0916,962.21156,25.154502
2428,62.40381192,1924.42312,86.91853,662.91052,1162.43226,50.309004,658.55493,960.69983,962.21156,25.154502
2429,70.84255962,1924.42312,92.9745,1436.77884,2153.73506,50.309004,776.65227,1201.28503,962.21156,25.154502
2430,64.83446654,1924.42312,88.61523,1711.42576,2025.01998,50.309004,941.42688,811.72444,962.21156,25.154502
2431,51.22138731,1924.42312,79.74476,1694.92234,1027.74592,50.309004,751.92812,185.48561,962.21156,25.154502
2432,45.26167769,1924.42312,76.48771,1087.19484,594.81856,50.309004,318.86512,419.52788,962.21156,25.154502
2433,66.31069192,1924.42312,89.66547,1324.11528,1188.70486,50.309004,1028.47949,778.42258,962.21156,25.154502
2434,41.41945192,1924.42312,74.70188,1091.600924,1117.45678,50.309004,23.836122,325.86449,962.21156,25.154502
2435,54.93838577,1924.42312,81.99836,311.79584,1171.59702,50.309004,293.48481,862.79711,962.21156,25.154502
